group,scene,run_id,variant,iteration,lambda,feat_dim,mlp_quant,psnr,ssim,lpips,total_mb,anchors_trained,anchors_coded,metric_type,metric_value,notes,source
phg_db_ablation,DB-playroom,db_playroom_i6_110k_h32_l0p002_ablation_i2off,lambda=0.002 ablation I2-off (I6 off too) baseline float32,110000,0.002,50,float32,30.728597246367357,0.9128845292946388,0.25627637680234583,4.4143,,148161,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_db_ablation,DB-playroom,db_playroom_i6_110k_h32_l0p002_ablation_i2off,lambda=0.002 ablation I2-off (I6 off too) MLP quant cd8_rest16,110000,0.002,50,cd8_rest16,30.7289,0.9129,0.2563,4.257,,148161,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_db_ablation,DB-playroom,db_playroom_i6_110k_h32_l0p002_ablation_i6off,lambda=0.002 ablation I6-off baseline float32,110000,0.002,50,float32,30.667108141142748,0.9122857985825374,0.25766993904935903,4.4668,,151320,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_db_ablation,DB-playroom,db_playroom_i6_110k_h32_l0p002_ablation_i6off,lambda=0.002 ablation I6-off MLP quant cd8_rest16,110000,0.002,50,cd8_rest16,30.6655,0.9123,0.2577,4.3052,,151320,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_db_ablation_30k,DB-playroom,db_playroom_i6_30k_h32_l0p002_ablation_i2off,lambda=0.002 ablation I2-off (I6 off too) baseline float32,30000,0.002,50,float32,31.013122098199254,0.9141277526987011,0.25715664234654656,4.1157,,165079,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_db_ablation_30k,DB-playroom,db_playroom_i6_30k_h32_l0p002_ablation_i2off,lambda=0.002 ablation I2-off (I6 off too) MLP quant cd8_rest16,30000,0.002,50,cd8_rest16,31.0131,0.9141,0.2572,3.9505,,165079,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_db_ablation_30k,DB-playroom,db_playroom_i6_30k_h32_l0p002_ablation_i6off,lambda=0.002 ablation I6-off baseline float32,30000,0.002,50,float32,30.928085327148438,0.9128675173068869,0.25950652669216023,4.2039,,163566,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_db_ablation_30k,DB-playroom,db_playroom_i6_30k_h32_l0p002_ablation_i6off,lambda=0.002 ablation I6-off MLP quant cd8_rest16,30000,0.002,50,cd8_rest16,30.9285,0.9129,0.2595,4.0378,,163566,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_110k,DB-playroom,db_playroom_i6_110k_h32_l0p002_spa0p5,lambda=0.002 SPA RD (I2+I6+SPA) baseline float32,110000,0.002,50,float32,29.890774167817213,0.896295257683458,0.30719929214181574,1.1292,,32848,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_110k,DB-playroom,db_playroom_i6_110k_h32_l0p002_spa0p5,lambda=0.002 SPA RD (I2+I6+SPA) MLP quant cd8_rest16,110000,0.002,50,cd8_rest16,29.9003,0.8964,0.3072,0.9639,,32848,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_i6off,DB-playroom,db_playroom_i6_110k_h32_l0p002_spa_i6off,lambda=0.002 SPA + I2 (w/o I6) baseline float32,110000,0.002,50,float32,29.469090165763067,0.8919845428960077,0.32087216397811624,0.9836,,23929,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_i6off,DB-playroom,db_playroom_i6_110k_h32_l0p002_spa_i6off,lambda=0.002 SPA + I2 (w/o I6) MLP quant cd8_rest16,110000,0.002,50,cd8_rest16,29.4728,0.892,0.3209,0.8172,,23929,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_i2off,DB-playroom,db_playroom_i6_110k_h32_l0p002_spa_i2off,lambda=0.002 SPA only (w/o I2/I6) baseline float32,110000,0.002,50,float32,29.762293651186187,0.8939698071315371,0.3161659651789172,1.0083,,24704,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_i2off,DB-playroom,db_playroom_i6_110k_h32_l0p002_spa_i2off,lambda=0.002 SPA only (w/o I2/I6) MLP quant cd8_rest16,110000,0.002,50,cd8_rest16,29.7655,0.894,0.3162,0.8429,,24704,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_flowers_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k baseline float32,30000,0.002,50,float32,21.36965560913086,0.5763589997183193,0.3738724250685085,14.9354,,547566,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_flowers_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k MLP quant cd8_rest16,30000,0.002,50,cd8_rest16,21.3693,0.5764,0.3739,14.7759,,547566,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_flowers_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k baseline float32,30000,0.004,50,float32,21.35466159473766,0.5742653080008246,0.37887117808515375,11.5624,,495254,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_flowers_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k MLP quant cd8_rest16,30000,0.004,50,cd8_rest16,21.3549,0.5743,0.3789,11.4021,,495254,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_garden_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k baseline float32,30000,0.002,50,float32,27.288723866144817,0.8348689079284668,0.16401366020242372,16.2612,,541977,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_garden_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k MLP quant cd8_rest16,30000,0.002,50,cd8_rest16,27.2887,0.8349,0.164,16.0983,,541977,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_garden_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k baseline float32,30000,0.004,50,float32,27.11559494336446,0.8267905861139297,0.179361242800951,12.3399,,489813,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_garden_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k MLP quant cd8_rest16,30000,0.004,50,cd8_rest16,27.1157,0.8268,0.1794,12.1707,,489813,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_stump_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k baseline float32,30000,0.002,50,float32,26.58709168434143,0.7596466913819313,0.27014442440122366,13.7277,,436634,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_stump_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k MLP quant cd8_rest16,30000,0.002,50,cd8_rest16,26.5879,0.7596,0.2701,13.5614,,436634,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_stump_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k baseline float32,30000,0.004,50,float32,26.578014850616455,0.7583711370825768,0.2765505574643612,10.5842,,378897,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_stump_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k MLP quant cd8_rest16,30000,0.004,50,cd8_rest16,26.5778,0.7584,0.2765,10.4206,,378897,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_tandt_rd,TNT,tandt_train_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k baseline float32,30000,0.002,50,float32,22.481398557361803,0.8356074235941234,0.2200336958232679,8.3811,,280672,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_tandt_rd,TNT,tandt_train_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k MLP quant cd8_rest16,30000,0.002,50,cd8_rest16,22.4837,0.8357,0.22,8.222,,280672,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_tandt_rd,TNT,tandt_train_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k baseline float32,30000,0.004,50,float32,22.494976495441637,0.8333001528915606,0.22401797300890872,6.9195,,272653,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_tandt_rd,TNT,tandt_train_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k MLP quant cd8_rest16,30000,0.004,50,cd8_rest16,22.4747,0.8326,0.224,6.7568,,272653,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_tandt_rd,TNT,tandt_truck_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k baseline float32,30000,0.002,50,float32,25.933749675750732,0.8881524838507175,0.17217998066917062,10.0664,,370950,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_tandt_rd,TNT,tandt_truck_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k MLP quant cd8_rest16,30000,0.002,50,cd8_rest16,25.9321,0.8882,0.1722,9.9022,,370950,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_tandt_rd,TNT,tandt_truck_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k baseline float32,30000,0.004,50,float32,25.939057409763336,0.8870338965207338,0.17599129304289818,7.8927,,329639,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_tandt_rd,TNT,tandt_truck_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k MLP quant cd8_rest16,30000,0.004,50,cd8_rest16,25.9391,0.887,0.176,7.7319,,329639,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_minisplat,DB-playroom,spa_fixed_low_baseline,SPA r0.52 baseline (I2+I6),30000,0.004,50,float32,29.374343,0.894152,0.310510,1.058,51735,40897,render_metrics,,HAC++ decoded; 30k lambda=0.004 update_until=15000,5090 results
phg_minisplat,DB-playroom,spa_fixed_low_semantic,SPA r0.52 + DINO T-A2,30000,0.004,50,float32,29.615210,0.895717,0.305870,1.2331,52616,45197,render_metrics,,15k self-anchor target refresh; decoded,5090 results
phg_minisplat,DB-playroom,spa_fixed_high_baseline,SPA r0.85 baseline (cell1),30000,0.004,50,float32,30.221048,0.906776,0.280928,1.8594,112875,87449,render_metrics,,HAC++ decoded; main baseline,5090 results
phg_minisplat,DB-playroom,spa_fixed_high_semantic,SPA r0.85 + DINO T-A2 (cell3),30000,0.004,50,float32,30.337938,0.907431,0.278438,2.1974,115410,101206,render_metrics,,15k refresh; decoded,5090 results
phg_minisplat,DB-playroom,spa_minisplat_cell2,MiniSplat+SPA r0.85 (cell2),30000,0.004,50,float32,30.420158,0.907014,0.278745,1.9051,115170,90872,render_metrics,,default primary path; +0.199dB vs cell1,5090 results
phg_minisplat,DB-playroom,spa_minisplat_cell4b,MiniSplat+语义+SPA r0.85 (cell4b),30000,0.004,50,float32,30.458409,0.907505,0.278364,2.2568,114554,101706,render_metrics,,15k refresh; decoded; bug-fixed run,5090 results
phg_minisplat,DB-playroom,spa_fixed_r092_baseline,SPA r0.92 baseline,30000,0.004,50,float32,30.578197,0.908787,0.274914,2.2026,137827,109966,render_metrics,,HAC++ decoded,5090 results
phg_minisplat,DB-playroom,spa_fixed_r092_semantic,SPA r0.92 + DINO T-A2,30000,0.004,50,float32,30.576260,0.908416,0.275479,2.6672,146025,131230,render_metrics,,15k refresh; decoded,5090 results
phg_minisplat,DB-playroom,spa_fixed_r097_baseline,SPA r0.97 baseline,30000,0.004,50,float32,30.819597,0.910385,0.267571,2.8383,176402,151222,render_metrics,,HAC++ decoded,5090 results
phg_minisplat,DB-playroom,spa_fixed_r097_semantic,SPA r0.97 + DINO T-A2,30000,0.004,50,float32,30.796672,0.910360,0.266464,3.1101,176888,151437,render_metrics,,15k refresh; decoded,5090 results
phg_semantic_stageB,DB-playroom,db_playroom_sem_t2a5_30k,非SPA 基线 (≈I2+I6; 空语义目标),30000,0.002,50,float32,30.916649,0.912239,0.257911,4.1075,,161134,render_metrics,,1600w decoded; 训练锚点数未采集,MiniSplat report
phg_semantic_stageB,DB-playroom,db_playroom_sem_t2a5_30k_v3,非SPA + DINO T-A2 (15k刷新),30000,0.002,50,float32,31.041856,0.913964,0.257424,5.2841,,204035,render_metrics,,+0.125dB / +28.6% volume; 训练锚点数未采集,MiniSplat report
phg_semantic_stageB,4-28,run428_baseline,非SPA 30k I2+I6 baseline,30000,0.004,50,float32,28.308024,0.892691,0.271688,,455404,,render_metrics,,训练期验证评估(未压缩),5090 results
phg_semantic_stageB,4-28,run428_semantic,非SPA 30k + DINO T-A2,30000,0.004,50,float32,28.267294,0.892705,0.272012,,458015,,render_metrics,,15k 458015 anchors refresh; 训练期验证(未压缩),5090 results
phg_minisplat,DB-playroom,p0_e1_playroom_r052_mini,MiniSplat+SPA r0.52 (E1),30000,0.004,50,float32,29.524713,0.895617,0.306516,1.0908,57500,43154,render_metrics,,E1; +0.150dB vs SPA r0.52; BD curve,P0_E1 report
phg_minisplat,DB-playroom,p0_e1_playroom_r092_mini,MiniSplat+SPA r0.92 (E1),30000,0.004,50,float32,30.608918,0.908787,0.274774,2.2421,143043,109476,render_metrics,,E1; +0.031dB vs SPA r0.92,P0_E1 report
phg_minisplat,DB-playroom,p0_e1_playroom_r097_mini,MiniSplat+SPA r0.97 (E1),30000,0.004,50,float32,30.818201,0.910908,0.266682,2.8739,183240,147878,render_metrics,,E1; ~0.00dB vs SPA r0.97; BD-rate -8.59%,P0_E1 report
phg_minisplat,4-28,p0_e4_428_110k_spa_mini,SPA0.85+MiniSplat 110k (E4),110000,0.004,50,float32,28.735902,0.891610,0.276917,5.449,527052,247344,render_metrics,,protocol mask-lr-final 0.002; decoded; vs nonSPA base 28.825/5.647,P0_E4 report
phg_minisplat,4-28,p0_e4_428_110k_spa_base,SPA0.85 110k (E4),110000,0.004,50,float32,28.747707,0.891724,0.276448,5.5137,523187,259999,render_metrics,,protocol mask-lr-final 0.002; decoded; MiniSplat=-,5090 E4 results
phg_minisplat,4-28,p0_e4_428_110k_nospa_mini,MiniSplat 非SPA 110k (E4),110000,0.004,50,float32,28.759421,0.891796,0.277176,5.4329,587921,243627,render_metrics,,protocol 110k; decoded; MiniSplat=+,5090 E4 results
phg_db_ablation,DB-playroom,db_playroom_i6_110k_h32_l0p002_ablation_i2off,lambda=0.002 ablation I2-off (I6 off too) baseline float32,110000,0.002,50,float32,30.728597246367357,0.9128845292946388,0.25627637680234583,4.4143,,148161,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_db_ablation,DB-playroom,db_playroom_i6_110k_h32_l0p002_ablation_i2off,lambda=0.002 ablation I2-off (I6 off too) MLP quant cd8_rest16,110000,0.002,50,cd8_rest16,30.7289,0.9129,0.2563,4.257,,148161,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_db_ablation,DB-playroom,db_playroom_i6_110k_h32_l0p002_ablation_i6off,lambda=0.002 ablation I6-off baseline float32,110000,0.002,50,float32,30.667108141142748,0.9122857985825374,0.25766993904935903,4.4668,,151320,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_db_ablation,DB-playroom,db_playroom_i6_110k_h32_l0p002_ablation_i6off,lambda=0.002 ablation I6-off MLP quant cd8_rest16,110000,0.002,50,cd8_rest16,30.6655,0.9123,0.2577,4.3052,,151320,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_db_ablation_30k,DB-playroom,db_playroom_i6_30k_h32_l0p002_ablation_i2off,lambda=0.002 ablation I2-off (I6 off too) baseline float32,30000,0.002,50,float32,31.013122098199254,0.9141277526987011,0.25715664234654656,4.1157,,165079,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_db_ablation_30k,DB-playroom,db_playroom_i6_30k_h32_l0p002_ablation_i2off,lambda=0.002 ablation I2-off (I6 off too) MLP quant cd8_rest16,30000,0.002,50,cd8_rest16,31.0131,0.9141,0.2572,3.9505,,165079,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_db_ablation_30k,DB-playroom,db_playroom_i6_30k_h32_l0p002_ablation_i6off,lambda=0.002 ablation I6-off baseline float32,30000,0.002,50,float32,30.928085327148438,0.9128675173068869,0.25950652669216023,4.2039,,163566,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_db_ablation_30k,DB-playroom,db_playroom_i6_30k_h32_l0p002_ablation_i6off,lambda=0.002 ablation I6-off MLP quant cd8_rest16,30000,0.002,50,cd8_rest16,30.9285,0.9129,0.2595,4.0378,,163566,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_110k,DB-playroom,db_playroom_i6_110k_h32_l0p002_spa0p5,lambda=0.002 SPA RD (I2+I6+SPA) baseline float32,110000,0.002,50,float32,29.890774167817213,0.896295257683458,0.30719929214181574,1.1292,,32848,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_110k,DB-playroom,db_playroom_i6_110k_h32_l0p002_spa0p5,lambda=0.002 SPA RD (I2+I6+SPA) MLP quant cd8_rest16,110000,0.002,50,cd8_rest16,29.9003,0.8964,0.3072,0.9639,,32848,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_i6off,DB-playroom,db_playroom_i6_110k_h32_l0p002_spa_i6off,lambda=0.002 SPA + I2 (w/o I6) baseline float32,110000,0.002,50,float32,29.469090165763067,0.8919845428960077,0.32087216397811624,0.9836,,23929,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_i6off,DB-playroom,db_playroom_i6_110k_h32_l0p002_spa_i6off,lambda=0.002 SPA + I2 (w/o I6) MLP quant cd8_rest16,110000,0.002,50,cd8_rest16,29.4728,0.892,0.3209,0.8172,,23929,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_i2off,DB-playroom,db_playroom_i6_110k_h32_l0p002_spa_i2off,lambda=0.002 SPA only (w/o I2/I6) baseline float32,110000,0.002,50,float32,29.762293651186187,0.8939698071315371,0.3161659651789172,1.0083,,24704,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_i2off,DB-playroom,db_playroom_i6_110k_h32_l0p002_spa_i2off,lambda=0.002 SPA only (w/o I2/I6) MLP quant cd8_rest16,110000,0.002,50,cd8_rest16,29.7655,0.894,0.3162,0.8429,,24704,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_rd,DB-playroom,db_playroom_i6_110k_h32_l0p001_spa0p5,lambda=0.001 SPA RD (I2+I6+SPA) baseline float32,110000,0.001,50,float32,30.29028478162042,0.9021747872747224,0.2931223193119312,1.5665,,43481,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_rd,DB-playroom,db_playroom_i6_110k_h32_l0p001_spa0p5,lambda=0.001 SPA RD (I2+I6+SPA) MLP quant cd8_rest16,110000,0.001,50,cd8_rest16,30.2829,0.9022,0.2931,1.4033,,43481,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_rd,DB-playroom,db_playroom_i6_110k_h32_l0p004_spa0p5,lambda=0.004 SPA RD (I2+I6+SPA) baseline float32,110000,0.004,50,float32,28.80457615030223,0.883561187777026,0.3348338018203604,0.9914,,51307,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_rd,DB-playroom,db_playroom_i6_110k_h32_l0p004_spa0p5,lambda=0.004 SPA RD (I2+I6+SPA) MLP quant cd8_rest16,110000,0.004,50,cd8_rest16,28.8015,0.8835,0.3349,0.8254,,51307,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_rd,DB-drjohnson,db_drjohnson_i6_110k_h32_l0p001_spa0p5,lambda=0.001 SPA RD (I2+I6+SPA) baseline float32,110000,0.001,50,float32,29.273654186364375,0.8953557971752051,0.2878223165418162,2.376,,71319,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_rd,DB-drjohnson,db_drjohnson_i6_110k_h32_l0p001_spa0p5,lambda=0.001 SPA RD (I2+I6+SPA) MLP quant cd8_rest16,110000,0.001,50,cd8_rest16,29.2733,0.8953,0.2878,2.2122,,71319,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_rd,DB-drjohnson,db_drjohnson_i6_110k_h32_l0p002_spa0p5,lambda=0.002 SPA RD (I2+I6+SPA) baseline float32,110000,0.002,50,float32,28.766134204286516,0.8890183568000793,0.3021522737813718,1.716,,54727,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_rd,DB-drjohnson,db_drjohnson_i6_110k_h32_l0p002_spa0p5,lambda=0.002 SPA RD (I2+I6+SPA) MLP quant cd8_rest16,110000,0.002,50,cd8_rest16,28.7635,0.889,0.3021,1.5495,,54727,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_rd,DB-drjohnson,db_drjohnson_i6_110k_h32_l0p004_spa0p5,lambda=0.004 SPA RD (I2+I6+SPA) baseline float32,110000,0.004,50,float32,28.04984138951157,0.876842094190193,0.32422524013302545,1.2343,,45595,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_spa_rd,DB-drjohnson,db_drjohnson_i6_110k_h32_l0p004_spa0p5,lambda=0.004 SPA RD (I2+I6+SPA) MLP quant cd8_rest16,110000,0.004,50,cd8_rest16,28.0458,0.8768,0.3243,1.0683,,45595,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_flowers_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k baseline float32,30000,0.002,50,float32,21.36965560913086,0.5763589997183193,0.3738724250685085,14.9354,,547566,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_flowers_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k MLP quant cd8_rest16,30000,0.002,50,cd8_rest16,21.3693,0.5764,0.3739,14.7759,,547566,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_flowers_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k baseline float32,30000,0.004,50,float32,21.35466159473766,0.5742653080008246,0.37887117808515375,11.5624,,495254,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_flowers_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k MLP quant cd8_rest16,30000,0.004,50,cd8_rest16,21.3549,0.5743,0.3789,11.4021,,495254,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_garden_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k baseline float32,30000,0.002,50,float32,27.288723866144817,0.8348689079284668,0.16401366020242372,16.2612,,541977,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_garden_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k MLP quant cd8_rest16,30000,0.002,50,cd8_rest16,27.2887,0.8349,0.164,16.0983,,541977,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_garden_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k baseline float32,30000,0.004,50,float32,27.11559494336446,0.8267905861139297,0.179361242800951,12.3399,,489813,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_garden_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k MLP quant cd8_rest16,30000,0.004,50,cd8_rest16,27.1157,0.8268,0.1794,12.1707,,489813,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_stump_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k baseline float32,30000,0.002,50,float32,26.58709168434143,0.7596466913819313,0.27014442440122366,13.7277,,436634,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_stump_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k MLP quant cd8_rest16,30000,0.002,50,cd8_rest16,26.5879,0.7596,0.2701,13.5614,,436634,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_stump_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k baseline float32,30000,0.004,50,float32,26.578014850616455,0.7583711370825768,0.2765505574643612,10.5842,,378897,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_mip360_rd,Mip360,mip360_stump_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k MLP quant cd8_rest16,30000,0.004,50,cd8_rest16,26.5778,0.7584,0.2765,10.4206,,378897,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_tandt_rd,TNT,tandt_train_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k baseline float32,30000,0.002,50,float32,22.481398557361803,0.8356074235941234,0.2200336958232679,8.3811,,280672,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_tandt_rd,TNT,tandt_train_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k MLP quant cd8_rest16,30000,0.002,50,cd8_rest16,22.4837,0.8357,0.22,8.222,,280672,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_tandt_rd,TNT,tandt_train_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k baseline float32,30000,0.004,50,float32,22.494976495441637,0.8333001528915606,0.22401797300890872,6.9195,,272653,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_tandt_rd,TNT,tandt_train_i6_30k_h32_l0p004,lambda=0.004 lambda-RD 30k MLP quant cd8_rest16,30000,0.004,50,cd8_rest16,22.4747,0.8326,0.224,6.7568,,272653,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
phg_tandt_rd,TNT,tandt_truck_i6_30k_h32_l0p002,lambda=0.002 lambda-RD 30k baseline float32,30000,0.002,50,float32,25.933749675750732,0.8881524838507175,0.17217998066917062,10.0664,,370950,render_metrics,,queued DB-ablation/Mip360/T&T (new optimal config),collect_queue_results.py
